neighbourhood_n,number_of_reviews,minimum_nights,availability_365,room_type_n,price
7,0,2,0,1,230
12,62,2,32,1,249
27,89,2,55,1,150
19,0,2,0,0,100
6,24,1,32,0,59
28,1,8,0,1,180
7,0,1,0,1,134
34,37,2,54,0,60
28,14,5,0,1,123
77,36,1,175,1,359
53,19,5,89,2,65
15,45,2,9,0,75
70,0,1,166,0,50
12,0,5,0,1,425
52,2,3,0,1,150
22,23,2,262,1,49
12,7,3,0,1,72
15,22,5,0,1,85
6,16,3,307,0,67
2,35,4,16,1,149
19,5,6,11,0,99
21,39,2,179,0,48
60,1,6,0,1,149
2,7,1,0,0,30
71,0,3,0,0,136
21,1,1,0,0,60
2,16,1,300,1,298
7,26,2,0,1,299
68,13,2,1,1,145
20,129,2,235,1,165
30,4,1,0,1,51
21,3,3,351,1,275
106,46,1,152,1,200
50,3,3,101,1,450
19,9,2,23,1,189
14,100,3,80,0,95
12,5,1,0,1,200
25,4,5,0,0,69
7,22,1,0,0,60
43,86,1,161,0,109
12,13,1,0,1,125
1,52,4,242,1,140
38,31,2,25,1,295
1,0,1,0,0,600
30,8,1,0,0,60
8,2,4,0,0,120
15,47,1,151,0,125
6,121,2,348,0,53
25,41,4,175,1,150
33,49,5,0,1,250
16,14,3,311,1,300
21,0,1,349,1,148
12,6,2,0,1,150
21,13,2,8,0,65
1,1,3,0,1,160
24,11,2,0,1,125
37,61,1,342,0,35
23,42,2,71,0,80
33,8,3,0,1,155
49,2,2,278,0,85
10,73,3,120,1,150
39,4,1,25,0,72
41,108,1,319,1,125
6,17,2,21,0,65
7,136,3,47,0,79
147,2,1,53,0,59
63,2,2,0,2,60
205,8,3,34,1,50
52,22,3,0,1,169
19,11,4,0,1,80
160,53,1,178,1,62
20,0,5,43,1,250
7,0,5,83,1,300
2,1,4,340,0,75
21,3,2,0,0,65
26,11,2,20,0,100
15,1,1,0,0,105
4,18,3,88,0,80
14,13,6,0,1,275
9,16,1,301,1,155
43,2,3,0,0,150
15,165,3,272,0,35
12,12,2,356,0,80
6,4,2,301,1,195
13,0,2,66,0,110
15,0,1,0,0,50
6,6,7,82,0,88
22,1,2,0,2,45
12,33,1,151,0,80
2,41,4,98,0,60
6,27,2,255,1,100
201,0,1,365,2,120
19,0,7,31,0,80
25,0,2,53,0,149
1,3,1,0,1,409
32,66,3,0,0,100
188,11,2,107,1,99
90,38,3,192,1,80
68,0,4,4,1,250
47,5,7,363,1,250
2,33,2,65,0,80
6,5,1,237,1,170
189,31,3,122,1,85
15,105,1,274,1,200
27,0,3,6,1,500
8,0,7,0,1,270
3,37,4,343,1,165
47,4,1,0,1,100
28,20,2,0,1,175
27,3,5,63,1,500
25,1,3,164,1,250
9,0,3,222,0,130
28,11,1,0,1,120
79,0,2,322,1,200
19,3,2,0,1,176
85,8,2,122,0,55
20,0,4,8,0,105
81,16,1,49,0,50
43,2,4,0,0,86
2,77,1,132,0,60
20,11,3,0,1,195
28,0,1,0,1,91
21,0,1,0,0,50
79,3,2,0,0,36
33,11,1,85,0,88
56,17,4,347,1,130
79,1,5,365,1,105
44,72,1,171,0,55
9,2,1,172,0,80
9,34,2,15,1,110
4,16,1,0,0,76
68,6,8,0,1,99
6,0,1,0,0,40
5,4,2,248,1,490
12,6,2,0,0,75
28,9,4,4,1,180
77,124,2,131,1,285
20,11,3,0,1,125
12,10,2,0,1,119
19,3,3,10,1,200
19,1,12,0,0,90
6,0,14,53,1,120
12,1,2,341,1,495
111,11,1,0,0,40
2,7,1,291,0,189
6,56,2,66,0,69
24,26,1,332,0,52
56,2,1,179,0,100
4,51,13,26,0,50
120,67,3,0,1,84
4,3,4,0,1,108
77,0,1,0,1,1978
6,200,3,303,1,145
8,0,2,0,1,125
1,4,5,0,1,350
28,8,3,0,1,135
29,46,2,0,0,88
7,51,2,139,0,145
111,33,5,27,1,70
103,333,1,139,0,33
4,73,1,34,0,65
12,1,1,0,0,100
0,1,1,96,1,100
121,1,1,70,0,49
13,37,3,0,0,68
24,16,3,154,1,163
23,33,2,191,0,125
4,16,2,8,1,100
2,8,2,3,0,67
6,17,2,11,1,150
2,0,3,0,0,35
9,2,1,365,1,1000
12,2,3,179,0,99
12,1,2,0,1,185
2,0,1,0,0,80
8,4,5,0,1,145
12,58,1,287,1,165
94,1,5,54,1,85
1,0,1,4,1,840
22,0,4,0,0,98
9,0,5,0,0,70
20,1,3,87,0,120
7,3,1,0,1,150
54,7,2,238,2,95
61,0,3,83,0,120
20,114,1,255,1,99
23,6,4,0,1,140
30,4,3,0,1,110
12,169,1,134,0,45
22,8,1,0,2,25
21,54,5,105,1,115
198,16,1,0,0,65
82,22,3,134,1,130
147,33,2,20,0,75
14,8,2,125,1,199
16,0,1,89,0,250
21,3,1,0,0,45
21,1,2,15,0,50
70,80,5,256,1,155
6,0,1,0,0,38
1,0,3,0,0,300
45,0,8,17,1,130
2,0,1,0,1,110
8,0,3,0,1,330
148,0,10,30,1,299
6,14,1,0,0,55
76,5,1,364,0,89
45,1,3,0,1,90
19,3,1,0,0,95
28,2,2,0,1,166
30,93,1,311,0,80
59,63,2,305,0,37
25,2,3,0,1,120
4,0,7,0,1,100
2,0,2,15,0,80
6,39,2,130,1,110
7,9,1,267,1,195
21,29,2,143,0,53
6,1,3,17,1,130
6,0,2,0,0,85
11,4,3,0,1,185
20,0,3,0,0,75
28,1,7,33,0,70
6,142,1,321,0,60
12,0,4,24,1,140
43,1,2,0,1,199
7,3,7,0,1,151
2,1,2,365,0,69
6,0,1,87,0,100
30,0,1,0,0,50
12,0,2,0,0,115
66,7,2,156,0,60
23,0,5,0,0,86
37,2,1,0,1,39
9,1,1,0,0,95
103,255,1,175,0,45
1,59,5,58,1,250
31,49,4,211,0,50
90,8,3,125,1,300
28,25,1,0,1,150
43,2,2,0,1,299
125,3,1,365,0,99
43,4,3,65,1,321
15,14,2,0,1,85
18,34,3,0,1,122
126,0,1,0,0,68
12,0,5,0,1,290
19,4,2,0,1,112
1,0,3,338,0,300
28,1,4,0,1,115
12,1,10,6,1,184
11,9,3,168,1,200
21,1,1,66,0,80
6,2,3,0,1,150
32,1,8,207,1,125
12,0,4,4,1,200
21,38,2,9,0,49
8,4,6,364,1,200
1,8,3,204,1,699
183,29,2,38,1,105
2,8,3,303,1,226
7,2,4,0,1,380
7,1,4,0,0,147
6,124,3,170,1,115
6,43,3,0,0,55
77,60,3,348,1,240
21,10,14,0,0,50
8,5,15,0,1,95
99,13,3,285,1,155
12,6,1,0,1,150
12,5,2,0,1,350
19,1,1,0,0,100
12,0,4,23,1,180
14,82,2,157,1,200
12,5,1,0,0,90
6,1,1,27,0,50
7,0,3,333,1,379
7,5,1,26,1,170
56,74,3,285,0,70
86,39,4,347,0,34
99,4,5,0,1,85
9,9,2,0,0,100
169,4,2,27,0,35
1,8,2,176,1,299
12,14,2,3,0,60
213,0,1,268,0,60
15,0,1,0,1,115
7,2,9,12,1,198
30,45,2,183,0,75
3,95,3,122,1,225
3,2,1,0,1,75
30,0,5,260,1,260
6,39,1,0,0,90
3,0,3,0,2,99
139,8,3,0,1,45
45,0,4,0,0,65
28,54,10,2,0,85
21,16,4,42,0,60
6,16,5,15,1,75
62,9,2,36,1,140
7,6,2,217,1,2200
21,71,3,24,0,40
14,17,4,6,1,549
6,49,2,319,1,133
6,2,10,31,0,105
28,13,4,0,1,155
21,1,4,0,0,40
51,3,5,0,1,70
6,25,1,170,0,75
11,10,3,88,1,289
15,21,1,89,0,82
19,179,2,179,1,129
124,17,1,1,0,60
12,0,7,0,0,70
4,31,6,276,1,210
12,2,2,0,0,100
68,0,1,0,0,65
8,19,1,296,1,499
52,0,3,0,1,225
6,1,5,0,0,60
7,3,2,0,1,350
3,0,3,2,0,100
30,0,1,0,2,40
6,0,3,280,0,90
4,0,2,365,1,295
20,1,1,0,0,110
23,1,5,12,1,197
11,0,2,84,0,202
3,64,2,15,1,100
8,12,1,0,0,75
79,9,4,365,1,135
55,4,1,84,0,50
2,8,2,314,1,299
8,14,3,365,0,99
7,6,5,0,1,227
12,0,4,9,1,350
2,1,3,0,0,80
6,0,3,0,1,100
34,1,1,0,1,132
13,6,2,0,0,70
3,16,3,0,0,55
4,11,2,0,1,160
6,0,5,0,0,42
52,5,4,0,0,120
60,92,1,47,0,95
86,0,7,189,0,50
54,1,7,365,0,80
64,228,1,103,2,70
28,38,1,142,0,99
56,2,7,0,1,200
43,76,2,0,1,140
25,25,1,69,0,84
25,5,2,54,1,320
32,5,5,9,1,208
62,1,1,176,1,99
5,12,2,220,2,800
2,49,1,5,2,44
4,1,7,0,0,65
2,86,1,64,0,68
126,74,3,321,1,100
24,3,3,0,1,135
11,4,4,127,1,199
26,0,2,0,1,175
70,148,4,111,1,119
56,1,1,0,0,50
12,4,2,0,1,180
3,6,10,11,1,126
11,0,1,0,0,109
2,28,2,13,0,75
39,6,3,0,1,110
52,4,3,0,1,174
106,0,2,0,1,175
30,2,2,0,0,90
28,81,4,360,0,110
21,0,2,89,0,100
19,1,1,365,0,100
6,2,1,0,0,45
12,3,1,0,0,100
7,2,2,0,0,70
68,147,4,344,0,150
117,31,2,0,0,99
15,0,3,0,1,12
6,6,2,0,1,130
144,0,2,343,1,99
24,1,1,0,0,95
2,49,1,0,0,60
30,5,6,0,1,130
28,1,2,0,1,175
23,1,14,0,1,80
2,3,4,0,1,86
27,17,2,0,0,135
2,7,5,11,0,52
28,13,2,0,1,230
2,269,1,65,0,87
1,37,2,135,1,235
6,90,2,202,1,100
6,7,13,297,0,33
12,7,2,0,0,60
113,2,5,0,1,130
19,42,13,84,0,69
110,11,4,337,0,30
21,3,1,359,0,150
21,8,1,0,1,60
7,4,1,0,0,140
38,1,3,0,1,125
59,0,5,40,0,100
4,1,5,0,0,60
54,22,13,267,0,42
24,1,1,87,0,125
6,4,2,347,0,65
15,51,2,57,0,60
19,7,1,0,0,95
21,2,3,0,0,80
37,27,1,76,0,60
28,6,1,242,0,217
183,45,2,360,1,100
29,0,1,0,0,90
21,31,5,297,0,58
20,2,1,0,0,60
15,27,1,146,0,75
6,45,1,361,0,45
22,5,3,0,1,180
2,3,1,0,0,80
19,36,2,51,0,108
73,24,1,20,0,50
124,0,3,32,1,185
4,37,1,139,0,75
37,14,2,320,0,79
25,21,1,0,1,115
60,6,1,42,0,85
25,15,1,5,2,30
22,0,1,365,0,150
9,29,1,358,1,250
23,0,1,0,0,52
46,3,1,359,1,160
12,0,7,20,1,550
70,0,2,90,0,75
56,1,1,362,0,120
45,29,5,102,1,194
28,24,2,242,1,350
43,0,1,0,1,575
11,37,6,339,1,274
43,36,5,136,1,128
8,3,1,0,0,85
142,0,3,140,0,55
28,0,4,0,1,375
88,6,3,0,1,80
6,3,14,256,0,40
103,426,1,312,0,65
27,38,2,267,1,350
19,292,2,231,0,109
114,2,1,365,2,28
25,5,4,0,0,110
6,23,5,1,1,125
56,3,3,0,1,150
50,2,1,359,1,210
12,30,2,135,1,140
23,13,5,253,0,60
21,30,3,0,1,159
2,3,2,342,0,86
12,0,6,0,1,150
17,0,15,0,1,100
23,11,1,0,1,120
103,417,1,338,0,48
54,0,5,365,1,150
6,0,1,0,0,100
6,1,2,365,0,89
20,7,1,0,0,90
2,6,1,83,0,60
6,152,3,192,0,79
28,2,6,9,1,120
24,3,2,151,0,45
178,45,1,170,1,110
9,2,2,0,1,100
5,21,1,0,0,125
11,12,3,313,1,285
6,42,2,52,1,90
12,15,2,0,1,125
1,2,2,365,1,130
67,0,7,42,1,100
18,4,3,0,1,150
8,24,1,27,1,150
8,0,4,0,1,140
79,1,5,0,1,115
2,74,5,216,1,250
53,0,4,179,1,175
68,0,14,0,1,150
8,38,5,54,0,125
2,0,5,193,0,90
8,0,1,0,1,180
20,0,2,0,1,275
24,1,2,0,1,100
52,0,7,0,1,134
3,4,1,0,0,95
2,189,1,253,0,92
12,1,2,0,1,160
13,2,1,0,0,50
2,32,2,147,0,90
21,1,1,0,0,55
11,0,1,75,0,125
111,1,1,360,0,75
15,0,1,176,0,45
16,5,3,0,1,100
4,53,2,0,0,60
17,9,5,0,1,75
38,2,4,77,1,140
19,9,5,0,1,169
7,3,2,239,0,130
7,63,1,19,0,106
12,9,4,291,1,120
14,0,1,0,2,200
2,21,1,343,0,85
52,26,14,147,1,375
12,11,3,1,1,295
15,11,2,269,1,165
7,5,2,10,1,190
56,36,2,0,0,40
1,8,1,239,1,163
23,19,8,6,1,149
6,2,2,0,0,60
16,85,2,268,1,300
12,17,1,0,0,90
1,3,1,85,0,140
15,9,5,7,1,85
8,36,3,318,1,160
32,16,14,67,0,70
7,220,1,180,0,70
2,2,1,309,0,179
7,6,1,89,0,249
55,177,2,320,0,37
5,7,1,54,1,95
152,12,14,341,0,60
1,0,2,145,0,550
2,18,3,0,0,60
2,61,3,276,1,226
7,1,3,297,1,650
46,22,1,305,1,80
81,3,1,88,0,180
23,1,5,0,0,85
2,1,2,365,2,69
19,0,5,0,1,349
4,8,1,66,1,175
30,0,3,0,1,215
44,3,1,365,0,110
24,2,3,89,0,100
19,1,1,0,1,135
30,3,2,12,1,110
23,1,1,0,1,150
70,12,1,89,0,125
61,15,2,90,1,99
12,6,2,0,0,100
2,10,2,0,1,150
25,19,2,0,0,56
68,20,2,20,1,200
21,10,3,322,0,45
25,3,1,0,1,120
21,0,2,155,1,120
5,2,5,339,1,650
7,6,1,287,0,145
45,20,2,29,0,75
45,23,1,3,1,145
7,2,3,0,1,215
14,6,7,0,1,275
111,2,1,169,0,48
12,41,2,0,0,75
26,2,2,0,1,150
97,1,2,303,1,225
20,11,11,11,0,55
24,58,2,279,1,89
49,1,2,349,0,69
15,2,1,0,1,60
86,21,2,333,1,250
12,6,3,88,0,65
9,80,1,49,0,95
105,20,3,316,0,50
12,66,1,5,1,140
181,92,2,265,1,75
73,34,7,36,0,45
76,7,5,175,0,25
96,15,3,0,1,200
6,34,2,279,0,50
12,82,3,0,0,59
54,30,2,104,0,75
7,1,1,212,2,100
10,62,3,213,1,175
15,20,2,0,1,100
21,21,2,13,1,110
20,64,3,72,1,250
43,0,3,42,1,430
23,5,14,341,2,32
24,12,1,119,0,70
12,0,14,0,0,73
7,11,2,0,0,70
21,1,1,103,0,69
56,0,1,0,0,80
2,34,1,180,0,69
8,0,1,0,0,45
12,42,2,0,0,155
21,2,7,0,0,50
12,0,3,345,1,244
22,62,3,108,1,100
23,30,2,344,0,85
14,0,1,0,1,180
84,0,3,317,0,51
6,4,1,20,0,63
6,0,1,0,0,100
162,16,2,365,2,27
34,7,1,365,0,149
6,4,5,360,0,55
1,29,2,18,1,200
12,5,10,0,0,80
44,0,1,72,0,80
12,2,7,8,1,150
90,48,5,91,1,129
56,0,1,0,0,101
107,2,1,0,0,31
103,97,1,149,0,50
12,11,4,3,1,90
21,0,3,176,0,90
23,7,1,356,0,99
20,0,5,154,0,250
2,35,3,0,0,109
12,1,6,0,0,85
10,5,1,0,0,112
16,18,5,54,1,249
25,23,1,263,0,55
145,8,4,222,1,105
80,84,4,93,1,150
56,6,1,1,1,86
127,5,2,298,1,87
43,2,12,14,1,170
101,8,2,0,0,65
30,18,2,0,0,40
87,0,1,106,0,55
21,12,2,3,0,90
8,0,5,0,1,206
111,9,1,46,0,65
73,0,1,0,2,25
7,10,3,0,0,99
6,5,1,1,0,56
21,50,1,91,0,60
12,55,1,345,0,78
56,7,6,2,0,52
2,2,2,1,0,49
13,8,1,0,0,85
20,21,2,38,1,175
6,83,2,217,1,119
106,1,2,2,1,300
12,2,2,0,1,210
20,15,1,0,1,179
45,11,2,0,1,100
15,1,1,0,0,51
2,36,2,133,0,60
8,2,7,0,1,150
35,15,2,329,0,69
6,100,2,296,1,145
56,4,1,0,0,45
49,0,14,68,0,50
19,177,1,91,1,299
83,51,1,78,1,115
7,73,2,56,1,226
24,2,1,37,0,40
12,1,6,7,1,100
2,42,5,267,1,198
24,5,1,37,0,70
12,2,3,0,1,250
6,45,3,0,1,150
15,15,5,342,1,150
7,3,3,0,1,180
21,107,1,340,0,49
6,122,1,80,1,142
12,0,3,0,0,115
6,0,2,150,0,81
2,1,1,179,0,90
73,7,2,124,0,50
15,50,2,302,0,54
7,1,2,0,1,200
12,14,3,31,1,159
45,0,1,0,0,50
11,6,2,0,1,205
21,0,1,0,0,44
15,3,7,0,1,100
21,5,4,98,0,69
12,41,1,5,0,60
12,0,4,0,1,190
6,11,1,260,0,65
25,2,3,3,1,150
8,0,3,0,1,225
101,0,2,0,1,220
3,3,1,350,2,40
12,9,2,0,0,112
21,2,1,0,0,60
2,129,2,6,0,75
12,31,3,0,1,210
10,0,4,0,0,145
1,2,3,1,1,180
9,2,5,1,1,91
19,0,6,0,0,80
2,1,1,0,0,75
1,0,6,0,0,72
40,98,2,164,0,125
20,0,7,0,0,200
195,8,2,66,1,85
19,0,3,52,0,100
23,2,2,0,1,139
20,33,5,26,1,230
15,0,1,0,0,45
15,6,1,323,0,65
30,81,1,171,1,75
12,0,5,0,0,60
6,0,3,0,0,60
30,9,5,286,1,150
70,5,7,116,0,35
12,22,2,173,0,65
2,0,1,0,0,59
6,51,2,179,1,90
12,1,7,0,0,42
33,16,1,150,0,120
2,0,1,281,0,149
6,10,14,341,0,75
20,17,4,9,1,128
12,1,2,0,1,117
7,71,2,89,1,295
4,11,2,68,1,250
28,0,1,1,1,120
111,60,1,158,0,31
84,319,1,357,1,125
12,0,3,0,1,199
51,0,1,0,1,150
124,14,1,356,0,78
26,0,4,0,1,110
38,21,2,9,1,170
2,62,1,58,0,100
20,7,2,0,1,260
13,0,3,0,1,225
45,0,1,0,0,30
7,3,4,127,1,200
64,1,2,0,1,275
126,0,1,156,0,40
44,16,1,351,1,74
16,67,2,289,1,180
71,0,5,0,1,260
3,3,1,0,0,45
30,1,7,0,1,95
99,19,2,0,1,110
12,0,5,0,1,275
84,20,2,297,1,135
73,23,1,334,1,350
22,0,8,0,0,49
30,0,1,0,0,40
6,91,3,78,1,125
8,0,1,0,1,200
14,2,1,352,0,199
25,1,14,0,0,70
43,9,2,271,1,201
7,0,1,0,1,190
12,12,4,0,1,140
23,0,3,270,1,200
21,1,10,0,0,45
20,5,5,0,1,10000
181,41,3,23,1,60
94,22,1,0,0,70
3,1,1,52,0,41
30,6,3,4,0,45
2,0,4,7,0,45
11,0,2,2,1,150
1,0,4,100,1,500
1,47,4,320,1,170
9,1,3,37,0,73
96,7,2,188,0,55
2,2,2,0,1,97
67,32,7,71,1,90
32,4,5,27,1,151
8,3,3,0,1,295
15,39,2,84,0,49
12,44,2,7,1,135
6,126,1,343,0,55
0,8,2,312,0,75
2,20,1,175,0,55
19,7,2,0,1,240
12,3,4,0,0,90
79,0,1,359,1,399
82,0,5,0,1,85
1,0,5,0,0,359
9,1,1,0,0,69
49,2,3,0,0,75
8,161,2,252,1,198
44,14,2,168,0,45
207,17,2,36,0,40
37,54,4,64,0,30
82,23,3,153,0,76
21,0,2,0,0,75
87,90,3,111,1,69
15,6,2,0,0,60
70,0,7,365,2,200
8,45,2,31,1,300
19,20,2,2,1,150
10,133,3,277,1,145
21,10,2,3,1,120
83,4,1,355,2,27
30,11,2,0,1,70
15,63,2,344,1,168
19,64,3,224,0,100
39,0,1,0,0,89
2,19,1,16,0,63
43,1,1,0,0,65
11,4,2,0,1,180
33,28,2,0,1,200
3,189,3,268,1,110
40,177,2,235,1,189
15,5,8,2,0,103
19,0,2,0,1,300
6,108,7,359,1,150
9,3,6,333,1,135
68,0,7,0,1,150
6,65,2,223,0,39
12,1,1,0,1,240
37,0,1,79,0,55
3,1,7,0,0,75
28,51,1,88,0,94
4,0,1,365,0,250
111,9,1,180,0,60
6,0,1,0,1,200
6,0,1,137,0,75
14,9,2,363,1,248
26,0,3,0,1,170
22,3,10,0,0,32
10,7,5,0,0,40
45,34,6,90,0,86
16,5,6,73,1,165
117,10,1,0,0,50
16,2,2,0,1,153
4,0,1,180,0,140
37,19,7,251,0,40
40,40,5,67,1,350
2,17,5,3,1,149
84,10,1,365,0,38
1,10,2,103,1,199
2,48,1,4,0,65
6,5,1,27,0,54
6,3,3,22,1,350
15,39,1,38,1,105
29,2,14,0,1,200
56,11,1,11,2,35
12,219,4,30,0,90
22,0,1,0,0,65
45,1,5,0,0,50
162,39,1,351,2,40
6,11,3,164,0,65
8,0,1,0,1,150
18,4,14,0,0,57
81,0,1,50,1,88
4,242,3,55,0,115
21,8,3,3,0,85
12,1,3,0,0,45
6,1,1,0,0,40
24,7,14,173,0,53
12,198,2,89,1,99
16,102,5,255,0,89
12,0,2,0,1,200
43,33,4,0,1,265
12,80,2,74,1,125
19,33,3,80,1,250
4,4,1,2,0,35
30,34,1,66,0,60
12,18,2,0,0,94
12,44,1,77,0,400
54,21,2,0,1,97
6,13,3,0,0,37
8,0,1,0,1,400
56,78,1,311,0,55
7,1,3,0,0,250
121,18,2,127,0,50
56,107,2,0,0,86
15,56,7,44,1,148
6,4,5,0,1,140
39,111,2,252,1,130
23,2,1,0,0,97
100,20,1,305,0,69
8,1,2,2,1,175
29,115,4,80,1,160
93,56,1,351,0,65
56,99,1,341,0,50
83,25,3,55,1,185
19,3,1,0,1,120
6,140,1,144,0,65
14,206,4,1,1,450
19,19,5,178,0,195
2,0,5,0,2,65
12,9,2,130,1,350
15,6,3,0,0,60
8,1,7,0,1,150
61,34,1,170,1,69
27,0,4,5,1,180
14,134,2,66,0,119
56,2,4,0,1,100
1,5,1,83,2,85
7,5,7,356,0,65
18,4,1,315,0,100
127,4,2,358,1,140
6,1,2,0,0,109
14,1,2,0,1,250
11,4,1,0,1,200
28,1,2,234,1,115
9,30,3,87,1,300
17,208,1,260,0,62
0,0,14,21,1,111
49,32,1,355,0,52
6,6,2,2,1,120
1,0,1,0,0,375
8,32,2,0,1,195
24,26,2,272,1,99
6,0,1,0,0,70
15,0,2,267,1,1500
8,22,6,354,1,200
21,8,1,106,0,65
83,0,2,85,0,110
11,74,1,3,1,225
20,5,2,0,1,350
21,71,2,140,1,99
25,0,2,0,1,99
61,42,2,123,1,100
20,87,2,124,1,129
21,3,2,0,0,80
8,0,2,5,1,165
19,0,4,0,1,160
112,1,3,0,1,190
12,3,3,85,1,240
12,3,7,0,1,350
83,26,2,307,0,60
12,16,2,341,0,100
28,1,5,0,1,119
44,1,2,0,0,50
38,0,1,0,0,46
12,1,6,0,0,55
12,30,2,219,0,89
61,43,1,88,0,50
1,0,2,229,1,450
6,1,7,0,0,65
33,1,2,0,0,60
28,226,3,221,1,100
21,88,2,84,0,43
6,187,2,287,1,99
77,2,2,0,0,120
6,0,1,365,0,150
7,0,2,0,0,60
6,1,3,0,1,107
152,12,2,365,0,42
21,5,2,0,2,42
4,2,7,135,1,190
8,6,3,0,1,119
21,1,1,280,0,90
102,5,4,327,0,200
5,6,2,0,1,120
7,47,4,0,1,200
15,10,2,0,1,125
8,8,5,0,1,150
30,6,1,0,0,35
214,3,3,339,1,299
6,9,3,20,0,60
21,3,1,0,0,60
12,1,5,0,0,80
14,4,1,0,1,152
22,45,1,18,1,110
31,31,4,283,1,275
12,21,3,0,1,123
24,0,5,0,1,100
6,61,3,190,0,70
56,27,2,59,0,65
68,24,2,149,0,150
18,14,1,0,0,46
8,2,7,283,0,50
6,3,2,188,1,200
3,120,1,362,0,279
99,0,1,0,0,680
46,0,1,360,0,165
164,91,4,215,1,55
11,0,14,0,1,250
25,39,4,304,0,35
53,9,2,360,1,230
54,3,2,180,0,120
141,4,3,76,0,187
34,3,2,0,0,158
6,1,1,342,1,282
106,53,1,249,0,50
28,26,7,1,1,195
1,21,3,80,1,250
30,248,2,12,0,70
1,30,5,0,1,225
4,3,1,179,0,120
2,0,2,0,0,70
27,2,4,1,1,425
28,1,1,359,1,249
44,132,2,261,0,65
6,2,1,311,0,100
15,2,3,0,1,180
4,2,5,6,0,55
28,3,2,7,1,169
15,6,2,0,1,55
1,1,4,0,1,199
14,2,2,336,0,135
16,70,3,338,1,300
2,1,1,0,0,100
83,0,1,341,2,28
21,27,3,41,1,125
56,18,2,83,1,100
2,105,1,84,0,89
117,0,3,101,1,250
9,1,2,0,1,250
2,12,6,8,0,65
16,8,10,30,1,305
14,9,1,172,0,115
64,5,2,0,1,125
68,26,4,281,1,249
35,28,1,265,1,200
68,0,2,12,0,85
6,15,3,0,0,63
24,16,3,10,1,159
7,21,1,133,0,199
117,175,3,49,0,35
20,18,1,325,0,100
19,38,4,0,1,165
73,38,2,294,1,110
23,102,3,117,1,205
20,152,1,1,1,65
61,14,2,6,0,38
53,15,15,80,0,75
2,0,3,19,0,54
70,12,1,175,1,300
14,5,3,0,0,90
12,0,2,98,0,70
45,0,1,0,0,63
21,4,1,160,0,59
2,0,1,0,0,59
26,1,2,365,2,39
1,2,3,357,0,389
6,60,1,90,0,125
30,18,3,270,0,69
12,12,3,0,0,105
25,86,1,337,0,75
111,12,1,321,0,56
6,3,1,0,2,25
77,0,3,0,1,500
52,2,1,83,1,230
31,251,2,317,0,75
56,2,1,7,0,65
187,69,4,119,1,75
43,0,1,357,2,65
19,18,10,281,1,160
20,1,1,0,0,48
28,0,2,0,1,180
16,0,11,25,1,97
6,1,2,189,0,60
1,14,4,28,0,139
12,1,1,0,1,160
12,20,5,0,1,149
112,17,2,351,0,70
7,319,1,57,0,180
45,0,1,0,0,70
39,8,5,0,0,102
1,44,7,365,0,150
70,37,5,263,1,70
34,97,2,80,0,45
3,0,5,0,0,45
2,6,1,352,1,150
111,16,5,354,0,170
6,10,2,311,0,60
22,13,3,76,0,45
3,3,1,0,1,210
110,4,4,320,1,200
10,14,3,347,0,75
52,7,1,13,0,120
14,4,6,0,0,90
10,25,2,0,0,88
11,23,2,0,1,250
12,160,4,23,0,89
12,1,12,0,0,95
19,2,1,0,1,400
6,0,14,0,0,45
7,34,2,103,0,85
53,12,3,0,1,150
84,2,1,363,1,500
5,31,2,163,1,515
11,11,2,0,1,275
30,57,1,154,1,120
27,2,3,0,1,400
71,1,1,299,0,100
6,15,2,306,0,49
21,72,1,16,0,60
12,1,7,0,1,107
9,5,2,298,1,200
8,7,2,0,1,70
20,6,15,17,1,160
10,29,5,74,1,285
6,12,14,64,1,90
23,0,5,0,1,100
23,105,3,274,1,175
23,0,1,0,0,85
28,0,2,351,0,500
132,0,5,12,0,99
98,54,5,314,0,42
2,22,1,96,0,82
12,1,1,0,0,49
49,5,1,167,0,75
45,1,7,0,0,48
12,47,2,57,1,170
29,61,2,90,0,100
26,2,3,350,1,299
10,0,7,0,1,250
12,13,1,6,0,110
43,2,7,1,1,139
8,1,3,0,1,253
144,12,2,20,1,100
124,7,3,313,0,40
2,16,2,0,1,120
45,0,2,0,1,180
14,19,5,358,1,349
52,20,1,0,1,190
15,2,5,220,0,30
14,0,3,87,1,225
1,0,3,3,0,380
14,0,1,365,0,219
33,5,4,0,0,89
4,73,1,0,1,100
21,3,1,0,0,65
102,0,2,0,1,100
124,123,1,0,0,59
15,5,2,309,1,250
6,65,1,26,0,60
6,7,4,5,1,69
2,0,5,0,0,50
175,3,1,179,0,79
8,2,3,0,1,129
21,0,1,33,0,40
11,16,3,3,1,199
30,2,1,0,0,75
7,0,3,0,0,200
8,5,5,7,1,550
3,6,7,0,1,115
22,0,5,0,0,40
24,1,1,365,1,1000
15,8,4,0,1,100
7,0,1,0,0,1450
20,73,3,56,1,199
19,0,2,0,0,100
73,6,2,86,1,129
15,75,4,48,1,110
85,0,1,8,0,55
54,8,1,89,0,50
12,134,2,2,0,79
15,9,1,0,1,130
56,2,3,23,0,70
23,0,5,0,0,99
123,32,4,107,1,90
8,2,1,0,0,99
112,2,2,0,0,41
7,8,2,2,1,264
71,0,1,296,0,100
8,90,1,77,2,60
21,64,2,87,0,60
23,130,2,276,0,115
8,5,3,0,0,67
24,76,2,121,1,235
