neighbourhood_n,number_of_reviews,minimum_nights,availability_365,room_type_n,price
5,19,14,96,0,95
12,4,3,0,0,70
11,61,3,150,1,345
95,0,1,0,0,100
21,8,2,19,0,65
1,10,4,297,1,220
59,33,4,86,0,39
63,0,2,35,0,120
7,25,6,266,1,163
14,21,4,5,1,150
24,173,1,213,1,151
12,1,10,0,0,80
19,36,3,9,0,95
20,4,4,0,1,109
8,0,1,0,1,399
129,31,3,348,0,69
12,1,10,0,0,66
162,166,2,140,1,69
39,57,1,253,0,80
25,111,2,109,0,61
52,70,5,240,1,578
2,2,3,0,1,250
54,67,2,153,1,100
21,34,2,319,0,69
17,0,1,0,1,250
111,77,2,0,0,49
2,10,2,8,0,80
22,11,2,0,1,70
45,0,4,0,0,65
12,6,6,20,1,120
2,0,7,0,1,119
8,64,1,11,0,52
1,13,6,0,1,235
24,15,1,0,0,60
29,11,3,21,1,350
100,72,5,349,0,38
6,7,1,8,0,25
12,10,4,0,1,165
28,0,3,0,1,129
112,29,3,96,0,49
23,9,4,34,0,75
30,1,7,0,0,37
45,5,10,0,1,90
8,180,1,125,1,125
112,35,7,145,0,50
86,1,4,335,1,625
30,42,1,2,1,95
34,3,1,0,0,70
12,66,1,84,0,129
77,1,3,0,1,400
12,1,3,5,1,95
26,0,7,90,1,200
6,0,5,0,0,45
64,5,2,0,0,85
7,29,2,0,0,85
2,4,2,0,1,160
71,2,1,300,0,100
21,2,3,189,0,70
25,5,1,351,0,100
2,0,7,0,0,120
93,13,1,362,0,55
28,1,4,0,1,299
19,28,2,179,1,125
45,0,10,0,0,45
54,15,1,355,0,75
28,0,2,0,1,150
121,1,5,0,1,195
1,19,2,0,1,340
6,72,3,255,1,170
21,2,2,0,1,154
12,11,1,0,1,100
76,54,3,61,1,100
197,46,3,334,1,180
23,15,1,29,1,200
12,15,2,335,0,95
46,0,2,54,0,39
19,0,3,180,1,850
15,61,3,267,1,171
20,14,3,0,1,135
18,0,1,365,1,210
30,3,3,0,0,48
19,0,2,8,0,105
30,7,3,6,1,90
6,39,2,276,0,51
21,0,1,175,0,125
30,2,10,0,0,40
12,47,4,249,0,65
21,0,7,0,0,70
12,4,7,53,0,42
15,10,2,10,0,42
6,162,3,141,1,100
6,0,5,0,0,40
71,8,1,5,0,120
16,0,3,23,1,135
43,2,5,0,0,90
71,186,6,254,1,699
2,6,1,74,0,59
0,0,6,0,1,160
6,12,14,0,0,60
15,158,2,253,1,168
1,0,1,0,0,500
1,33,4,354,1,130
28,4,2,3,1,153
2,19,1,0,0,81
28,36,5,0,1,125
132,6,1,180,0,175
19,39,3,15,1,95
8,1,1,0,1,139
71,0,1,359,0,300
12,12,7,359,0,75
12,0,1,0,0,149
21,8,1,0,0,30
81,12,1,0,0,51
12,5,5,0,0,45
21,29,1,82,0,85
56,2,1,0,0,60
94,2,1,90,2,73
52,4,2,0,0,115
197,13,1,0,1,150
12,1,5,0,1,220
43,19,3,244,1,130
2,14,3,150,1,2500
123,66,5,326,0,60
56,5,3,0,0,70
10,9,2,0,0,100
8,9,3,315,1,115
8,0,4,0,1,150
1,10,3,225,1,380
12,115,1,359,0,90
6,31,7,67,1,140
4,7,5,9,1,200
7,9,3,0,1,200
6,33,1,85,2,31
80,9,1,342,0,85
70,6,7,301,0,38
33,1,5,0,1,150
45,1,4,9,1,140
57,15,1,325,1,110
87,59,1,89,0,30
1,7,1,0,1,145
4,68,4,10,1,115
22,0,2,0,0,70
126,17,2,73,1,122
8,2,7,0,0,76
22,7,15,0,1,62
12,4,2,93,1,199
28,1,7,0,1,150
23,4,10,35,1,130
8,1,6,365,1,340
63,47,1,196,0,49
18,44,3,168,1,100
21,26,3,341,1,154
12,148,1,303,0,89
6,19,2,0,1,110
8,5,4,325,1,330
49,7,1,304,0,115
45,22,5,5,1,200
21,6,4,0,0,54
28,7,5,155,1,250
205,19,3,166,0,75
33,2,1,0,1,110
6,86,5,0,0,44
2,2,7,0,1,100
21,36,2,191,1,170
4,98,1,350,0,50
100,0,5,220,1,119
43,6,3,0,1,150
30,0,10,0,0,45
12,61,3,56,0,95
12,0,2,69,0,200
7,0,1,8,1,250
24,8,1,0,0,42
8,0,1,0,1,150
45,122,4,233,0,99
6,9,1,0,0,60
4,107,2,313,2,45
52,7,3,63,0,125
20,68,2,100,1,150
77,5,4,20,1,300
10,1,2,0,1,111
12,4,2,0,1,249
115,7,2,0,0,59
14,2,1,0,0,100
1,3,3,196,1,699
11,7,2,365,1,295
6,9,2,311,0,65
7,20,1,53,0,209
32,1,5,35,1,150
4,2,3,0,0,55
29,5,1,0,0,102
6,0,1,179,0,450
52,13,3,0,1,147
6,2,3,0,0,45
21,0,5,0,0,60
34,22,2,156,0,65
17,5,1,232,1,55
12,0,3,0,1,150
15,61,4,264,1,158
2,0,3,0,1,300
12,0,2,89,0,120
21,44,1,27,0,65
25,33,1,293,0,55
43,4,2,293,1,256
12,26,3,0,1,249
12,18,2,12,1,80
12,16,3,66,1,245
23,1,7,306,1,210
28,1,7,0,1,113
7,13,3,0,1,375
12,87,1,24,0,55
48,14,3,198,1,245
18,6,5,323,0,180
77,30,2,38,1,375
19,25,1,363,1,101
28,191,2,282,1,190
21,72,1,0,0,115
7,115,2,19,1,135
20,14,1,0,0,99
12,6,2,307,0,75
6,69,2,278,1,150
12,33,4,1,1,189
56,1,6,164,1,245
1,4,1,29,0,135
7,0,2,0,0,90
28,38,3,5,1,120
12,1,5,0,0,70
19,11,5,76,0,89
19,27,3,0,1,175
19,4,2,0,1,185
44,13,2,0,0,40
25,0,5,270,1,290
11,3,3,16,1,250
14,8,5,0,1,495
26,0,1,0,1,300
28,5,1,0,0,39
19,0,3,0,1,200
56,6,1,323,0,99
21,27,4,49,2,25
2,11,3,365,0,60
14,6,6,0,1,230
99,185,1,104,1,89
21,12,5,0,0,50
77,0,1,0,1,197
22,0,2,71,1,100
6,27,1,39,1,100
28,2,1,0,0,235
184,19,1,361,1,180
49,1,5,0,1,103
12,0,6,0,0,430
19,2,5,0,1,150
1,1,2,0,1,101
15,4,1,153,0,70
21,4,1,0,0,50
2,31,14,78,1,250
6,9,1,343,0,65
30,0,1,0,0,120
11,5,5,0,1,250
41,12,1,0,0,50
8,0,1,89,2,500
76,69,3,99,1,113
12,0,1,0,0,100
3,9,1,144,0,90
15,1,5,0,0,45
31,27,2,137,1,110
28,1,5,0,1,125
21,10,1,0,0,40
44,0,5,0,0,30
6,1,7,0,0,41
6,127,2,354,1,135
21,1,4,55,0,70
19,3,4,0,1,175
39,1,2,132,0,48
49,1,4,0,1,75
27,51,3,276,0,80
56,5,1,0,1,105
71,0,1,307,0,100
34,35,2,261,1,299
90,3,14,0,0,40
16,86,1,117,0,60
19,1,2,0,1,255
30,24,1,352,1,235
45,10,1,143,0,109
30,0,7,67,1,85
13,2,7,0,0,55
17,30,3,3,1,115
2,37,1,60,2,90
20,56,1,269,0,65
14,10,5,4,1,300
9,4,2,18,1,175
12,24,1,201,0,75
84,11,2,179,1,100
21,2,1,0,0,10
19,2,1,0,1,175
15,1,14,0,0,40
24,12,2,53,0,42
14,55,1,0,1,206
7,16,3,89,0,120
8,8,4,0,1,190
25,0,4,0,1,135
19,7,2,36,1,200
21,0,1,0,0,100
23,8,3,333,0,200
19,0,1,0,0,285
54,7,2,361,0,75
109,10,1,179,0,63
12,62,6,15,0,120
60,4,2,0,1,135
52,0,1,0,1,6000
52,6,3,0,1,289
12,24,1,0,1,137
71,243,2,127,0,185
15,0,2,0,0,85
28,45,1,7,0,75
17,53,2,55,0,52
1,32,4,167,0,110
4,0,4,0,1,130
27,0,1,158,1,215
6,67,2,110,0,55
8,83,2,37,1,199
8,24,3,365,0,425
4,58,1,316,0,100
21,36,1,0,0,38
12,1,3,0,1,130
15,123,1,359,0,95
21,9,1,66,0,65
19,9,1,0,0,77
6,11,3,13,0,85
56,2,7,0,0,55
27,1,14,0,1,150
12,7,2,0,0,75
28,60,1,148,0,250
22,25,2,68,0,80
28,0,1,0,1,125
33,0,4,0,1,250
6,4,3,252,1,110
14,6,1,0,1,129
27,0,1,0,0,90
6,37,1,5,1,200
25,104,1,300,0,58
6,4,1,166,0,60
24,15,4,341,1,98
15,63,3,165,1,125
6,32,1,323,0,40
4,80,3,112,0,100
16,57,2,354,0,190
6,2,6,0,0,50
73,50,1,83,0,32
15,106,1,102,0,85
128,98,2,108,0,28
13,86,3,286,1,170
28,234,1,164,1,99
21,0,5,0,1,89
77,23,14,1,1,499
56,2,5,0,1,125
19,0,2,0,0,87
83,24,2,0,1,100
44,6,4,0,1,170
7,0,2,0,1,250
8,0,1,0,2,80
54,6,1,152,1,225
15,7,1,0,1,105
19,81,1,318,1,199
4,83,5,242,1,120
71,33,2,340,0,169
7,119,1,316,0,150
2,4,1,270,0,95
61,0,1,0,2,37
6,3,2,268,1,149
6,13,4,13,1,120
14,10,2,271,1,299
12,18,2,0,1,140
55,110,2,248,1,85
8,0,2,0,2,55
21,0,1,0,0,65
2,75,4,52,0,39
12,3,2,0,1,100
12,15,3,82,0,85
26,12,3,271,1,106
13,3,7,33,1,125
25,4,1,0,0,49
49,5,4,0,0,35
37,19,1,0,0,55
123,0,1,0,1,500
12,0,1,0,0,100
13,49,1,40,1,95
2,11,2,128,1,120
12,6,5,0,1,175
43,18,5,179,1,269
2,0,1,0,0,59
54,7,7,348,0,50
9,3,3,0,0,65
15,2,1,0,0,49
8,11,3,0,1,60
52,1,7,23,1,200
112,16,1,142,0,39
10,1,2,0,0,100
44,54,3,230,1,140
6,39,3,0,0,90
82,8,2,248,1,110
28,18,6,14,0,99
15,11,3,0,1,160
45,0,1,0,0,60
12,0,2,10,1,200
15,1,2,343,1,260
2,111,3,9,1,100
6,20,4,14,1,95
2,1,1,0,0,70
18,18,4,0,1,90
23,0,4,0,0,90
99,82,5,63,1,100
2,2,1,33,0,60
2,34,3,178,0,125
50,0,1,0,1,400
22,5,14,21,0,55
106,32,2,315,1,450
1,1,7,0,1,139
13,4,5,250,0,99
6,181,1,0,0,61
28,1,2,100,1,145
79,59,2,0,1,195
21,0,12,14,0,60
28,56,1,325,0,115
23,1,1,0,0,109
153,1,1,346,1,250
111,0,1,365,2,35
75,42,3,290,0,65
10,0,2,0,1,350
15,81,2,64,0,65
12,15,2,0,1,61
179,0,1,350,1,175
103,32,2,55,1,165
2,132,1,335,0,79
16,3,15,0,0,42
79,16,2,0,0,90
6,3,3,0,0,215
15,1,1,0,0,40
7,1,2,0,1,170
84,1,5,29,1,82
32,0,4,0,1,185
45,3,5,25,1,150
21,33,1,19,0,51
12,1,5,0,0,70
25,12,2,81,0,55
24,12,10,343,0,40
59,8,4,0,0,30
111,1,1,358,0,55
19,1,4,0,1,150
11,11,2,0,1,250
7,7,1,33,2,99
19,14,10,7,0,67
2,0,5,0,1,350
46,629,1,333,0,47
96,11,1,81,1,100
24,2,2,0,1,85
70,4,2,96,1,100
24,1,2,89,0,69
1,1,1,349,0,375
1,15,4,0,1,150
21,114,2,235,1,129
40,2,3,242,1,375
19,0,1,0,1,195
13,6,2,31,2,32
129,0,3,41,0,60
49,6,1,363,0,73
12,11,4,11,1,125
7,4,2,1,1,150
30,14,4,0,0,75
6,4,1,0,1,150
12,1,3,0,1,415
4,6,8,0,0,60
19,6,8,0,1,120
8,0,1,0,1,150
4,61,2,59,1,165
39,15,6,1,1,119
19,1,6,25,1,300
49,19,6,7,1,65
30,13,1,0,1,135
6,0,2,0,0,40
6,45,2,0,1,160
6,92,3,4,1,100
23,130,1,328,1,180
52,7,5,0,1,200
2,84,2,311,0,70
111,0,1,0,0,55
2,289,1,217,1,130
1,1,5,0,0,70
79,6,2,365,0,150
24,0,2,0,0,50
15,5,3,250,1,100
21,1,1,0,0,38
12,54,3,97,1,195
8,11,5,0,0,100
21,3,1,0,0,32
8,2,3,0,1,165
56,19,2,18,1,144
5,16,1,9,0,120
39,7,2,129,1,78
43,4,2,0,1,195
27,2,5,0,1,78
30,3,3,0,0,80
31,34,2,81,1,115
26,3,3,0,0,89
1,0,2,243,1,398
2,0,5,90,0,55
129,82,4,215,0,50
43,4,7,323,0,169
21,2,2,7,1,125
104,74,1,78,0,52
21,92,3,171,0,50
56,1,2,0,1,200
56,56,4,0,1,130
21,4,2,359,1,140
2,1,2,0,0,60
12,1,1,0,1,120
12,66,3,91,0,69
71,6,1,289,0,100
2,121,2,65,0,69
8,0,5,0,1,85
7,1,1,138,0,90
37,74,2,246,0,50
1,0,1,0,1,1500
12,2,2,1,1,123
6,2,2,0,1,76
64,1,1,0,0,90
28,1,2,0,1,129
70,45,3,356,1,81
6,99,2,221,1,137
45,2,14,86,1,266
30,11,1,0,0,75
23,69,3,18,1,115
28,61,3,132,0,87
8,0,7,0,1,325
12,49,2,171,1,149
54,16,2,13,0,59
21,5,3,17,1,135
7,6,1,222,1,150
58,41,2,365,0,68
15,37,2,325,0,85
19,17,1,11,1,185
6,6,4,11,1,150
56,38,6,306,1,98
21,14,2,87,0,90
54,16,1,0,0,37
7,4,2,29,1,190
3,5,1,365,1,4500
15,48,3,3,1,93
81,38,1,122,1,165
3,12,2,0,0,50
59,5,3,321,1,90
79,0,7,0,0,40
4,5,1,338,1,185
139,4,3,1,1,105
2,3,2,339,0,80
12,31,2,22,1,450
12,13,1,0,0,60
21,107,5,133,0,90
1,0,1,328,1,395
110,51,4,316,0,34
21,4,1,342,0,80
123,5,1,207,1,450
142,0,1,363,0,150
1,1,12,110,1,333
19,18,2,363,1,450
15,28,3,0,1,170
94,2,1,355,0,165
14,95,1,0,0,99
27,2,5,0,0,10
13,180,2,290,1,275
6,1,1,0,0,80
5,8,2,0,1,278
26,21,2,191,1,150
18,33,3,18,0,40
56,4,2,283,0,60
1,78,1,301,1,219
7,8,2,252,1,269
24,3,3,21,0,60
27,5,4,31,1,355
15,0,1,0,1,99
17,87,2,77,1,100
6,22,2,286,1,100
36,222,2,279,1,159
126,0,1,75,0,70
14,259,2,47,0,118
71,0,7,0,1,325
14,20,3,106,1,275
184,1,7,87,1,80
122,17,1,0,0,46
1,1,3,365,0,649
23,0,5,0,0,90
56,27,1,363,0,50
13,1,3,0,1,144
25,1,5,0,1,125
64,7,5,1,1,200
2,50,3,351,1,375
29,6,3,0,1,99
28,99,1,42,1,69
14,0,2,19,1,234
39,26,4,50,1,78
12,10,6,0,1,320
19,16,2,18,0,125
8,0,5,13,1,150
19,6,2,230,1,495
2,21,2,38,0,200
64,2,2,0,1,250
0,52,1,42,0,45
7,41,1,8,0,49
8,1,1,0,1,150
12,2,2,0,1,175
6,4,1,0,0,70
8,0,1,0,0,67
10,100,3,6,1,100
30,46,14,287,0,48
11,0,1,0,1,200
2,13,1,0,0,49
26,4,6,0,1,100
6,1,2,319,0,54
22,9,1,0,0,45
6,7,5,0,1,119
38,0,4,45,1,200
12,219,2,277,0,75
8,2,6,0,1,141
46,24,3,51,1,165
14,15,3,0,1,400
1,12,2,304,1,240
27,3,2,0,1,650
13,31,2,0,1,130
12,15,2,0,0,70
7,66,3,300,1,288
44,73,2,345,1,135
2,3,3,0,1,150
6,0,2,19,0,65
8,8,2,24,1,275
21,2,7,0,0,85
103,40,1,0,1,149
15,0,2,0,0,26
12,15,1,0,0,67
20,0,7,0,1,150
54,0,2,5,1,100
7,0,3,0,0,200
19,0,2,0,1,220
2,3,2,0,0,79
12,6,2,0,0,80
12,0,3,28,1,200
28,60,3,169,0,74
4,0,3,0,0,120
6,42,1,133,1,165
30,96,1,309,1,359
56,28,4,242,0,86
15,0,3,320,0,45
68,8,2,0,1,194
7,71,3,95,1,200
39,0,3,0,1,180
14,73,4,2,1,395
147,0,2,0,1,62
65,2,2,0,2,70
44,75,5,13,0,31
14,1,2,25,1,290
2,14,2,172,0,155
52,9,5,0,1,135
6,5,1,0,0,50
44,0,7,0,1,225
54,37,7,29,0,38
168,142,1,345,1,120
73,60,3,334,0,92
1,112,1,0,0,99
64,1,1,0,0,84
28,147,4,310,1,169
12,0,3,99,1,199
43,3,2,0,0,99
15,158,2,204,0,80
12,8,3,179,0,105
4,22,3,177,0,75
40,14,3,189,0,250
15,115,3,314,1,185
8,0,5,0,1,150
79,3,2,0,0,40
12,1,5,0,1,220
28,19,7,245,0,120
4,0,3,0,0,73
2,0,2,0,0,55
2,1,3,0,0,65
28,3,2,0,1,250
28,28,2,0,1,120
52,2,3,32,1,250
56,2,1,0,0,40
39,134,1,308,0,45
9,7,3,317,0,89
85,58,3,358,0,50
22,4,5,89,0,55
16,0,5,0,1,145
8,2,1,252,0,230
2,17,2,0,0,99
129,10,3,44,0,50
15,5,1,0,0,65
2,7,2,0,0,35
6,0,7,0,1,295
2,0,2,11,0,85
19,49,4,51,1,140
43,6,2,327,1,230
67,1,4,173,1,200
6,0,15,342,0,40
64,26,5,0,1,149
2,80,3,231,1,165
12,0,4,0,1,165
28,0,5,58,1,125
83,4,3,61,0,55
29,43,7,38,0,90
39,105,3,90,0,60
12,3,5,38,1,550
4,171,4,15,1,270
19,9,2,0,1,400
21,38,2,192,1,129
28,1,1,0,0,250
0,2,7,0,1,90
23,0,1,0,1,85
4,10,2,0,1,110
11,158,1,172,1,300
183,54,1,180,0,90
36,38,2,0,0,70
1,0,1,319,0,100
2,3,6,108,1,90
12,4,3,0,0,90
27,1,1,308,1,275
0,108,1,23,0,45
26,139,3,3,0,134
7,21,1,0,1,150
111,12,1,348,0,56
14,4,3,0,1,255
2,2,1,0,0,80
12,4,2,0,0,54
8,0,3,0,1,149
21,6,2,356,0,130
11,14,7,222,1,288
19,0,1,33,1,197
20,24,3,60,1,199
12,7,3,278,0,130
15,3,2,174,0,55
6,1,1,362,0,45
44,0,3,0,0,25
15,16,2,0,1,100
83,6,2,89,0,49
3,47,2,0,1,95
2,0,15,0,1,85
25,244,2,270,0,96
124,15,3,0,1,100
163,82,1,325,0,99
13,90,1,254,0,65
12,25,2,5,1,220
39,17,2,56,1,125
20,26,2,145,1,99
30,109,2,261,1,105
2,62,2,92,1,173
6,41,3,211,1,105
95,40,1,30,0,45
30,11,2,0,1,72
1,0,2,0,1,455
8,3,8,0,1,185
12,2,1,0,0,41
1,6,3,0,2,99
3,42,2,0,0,60
6,9,2,57,1,139
15,13,4,15,1,150
20,40,5,0,1,120
88,26,1,363,0,49
21,69,5,223,0,45
21,8,3,0,0,70
49,0,3,21,1,90
1,0,1,363,0,350
8,5,4,157,1,150
14,111,3,191,1,555
28,130,3,274,1,169
25,1,5,0,1,85
71,0,1,262,0,100
12,0,7,345,1,200
45,1,3,0,1,150
2,2,7,0,1,85
9,23,1,364,1,300
7,1,5,0,0,120
19,41,2,0,0,90
113,1,14,0,1,180
2,0,7,365,0,100
14,8,1,365,1,370
12,0,2,66,0,63
1,69,5,152,1,218
20,36,3,79,0,179
45,93,3,246,0,122
7,18,2,365,2,100
8,7,3,0,1,180
23,22,1,64,1,175
12,47,15,8,0,80
7,4,1,362,1,2000
1,0,1,0,1,230
124,26,3,160,0,95
13,1,3,0,0,120
6,0,1,0,0,85
9,0,1,0,0,90
56,0,2,0,0,80
13,82,3,258,1,450
2,9,3,0,1,65
45,23,7,48,1,130
31,2,2,0,0,80
2,6,1,0,0,50
129,0,1,89,0,130
6,2,1,0,0,80
33,49,4,3,1,135
24,1,2,219,1,115
21,1,1,0,0,50
20,69,1,49,0,75
2,1,1,0,0,110
19,0,2,0,0,300
8,19,3,77,1,295
9,18,1,82,1,350
19,19,4,349,1,1000
15,2,3,263,1,165
18,9,4,364,1,225
8,0,5,0,1,230
12,3,10,0,0,41
153,1,1,0,0,45
116,1,2,340,1,80
39,91,5,57,1,199
3,49,2,69,1,144
21,6,3,0,0,60
40,24,12,0,0,125
6,2,3,1,0,90
21,7,2,0,0,65
25,1,3,23,1,150
15,3,2,0,0,85
163,62,5,336,1,65
6,41,2,0,0,40
28,102,4,280,1,219
14,139,2,221,1,450
20,13,5,159,1,135
123,25,1,351,0,50
54,9,3,353,1,199
19,1,3,0,0,655
7,53,2,0,1,160
28,2,3,0,1,300
4,25,1,0,0,80
30,2,3,0,1,100
6,20,2,353,0,55
3,173,2,93,0,70
27,74,3,247,1,350
48,4,3,0,1,180
13,85,1,0,1,95
19,20,3,30,1,168
26,0,1,0,0,130
123,1,2,325,1,125
6,7,3,0,1,100
56,87,4,57,0,75
11,45,3,0,1,175
49,0,15,0,0,50
31,22,1,332,0,40
6,2,7,0,1,100
81,24,1,0,0,40
52,34,1,0,0,100
29,25,1,0,0,250
19,1,2,87,0,80
6,21,2,1,0,35
6,6,3,60,0,63
26,38,5,260,1,199
21,233,4,89,1,225
15,0,1,0,1,100
4,111,3,155,1,265
9,0,4,0,1,220
68,7,3,0,1,180
2,4,2,0,1,70
28,0,2,0,1,280
100,59,3,333,1,300
51,0,4,0,1,96
3,17,2,0,1,134
69,45,2,342,1,450
2,52,2,0,0,75
101,2,4,0,1,125
20,8,1,63,1,480
117,67,5,27,1,99
103,0,1,36,0,65
43,3,2,0,0,75
13,0,5,0,1,100
106,35,2,4,1,200
20,11,2,179,0,200
7,1,1,24,2,69
21,35,2,0,0,42
2,2,1,41,0,59
9,1,5,0,0,80
2,56,4,15,0,89
14,2,1,325,1,444
30,0,5,270,1,195
37,85,2,159,0,75
23,30,3,76,0,80
19,0,2,0,1,160
19,0,1,0,1,499
21,0,2,57,0,58
31,0,1,179,0,90
23,0,14,322,2,35
2,73,2,68,0,100
2,80,2,305,0,75
33,18,2,1,0,77
76,4,2,0,0,125
43,3,7,20,1,180
1,1,1,43,0,85
2,101,3,340,0,60
12,96,1,237,0,89
12,1,5,17,1,145
25,0,2,23,0,149
18,160,4,79,0,55
6,1,1,0,0,35
28,1,5,0,0,60
106,22,2,118,1,150
26,35,2,267,0,135
22,0,1,70,0,52
98,15,2,51,1,65
136,65,5,328,0,40
19,1,1,0,2,79
12,0,7,6,1,285
21,113,2,261,1,11
131,32,2,363,0,75
26,5,1,23,1,150
11,0,1,0,1,175
6,2,2,90,2,79
2,8,3,119,1,125
12,0,2,0,1,295
6,41,8,53,2,29
153,3,1,20,0,40
23,8,3,0,1,150
30,0,1,363,0,140
2,0,1,0,0,35
23,0,2,0,1,130
56,14,2,0,0,53
56,50,2,0,0,109
6,126,3,343,0,90
12,3,5,179,0,60
3,2,7,29,1,140
79,1,1,0,1,100
52,1,1,0,0,75
30,25,1,205,0,45
6,5,3,0,0,70
52,11,4,259,1,200
54,34,2,344,1,350
21,0,1,0,2,85
10,73,3,259,1,150
29,11,3,0,1,150
13,1,1,0,0,55
38,13,4,18,1,115
2,5,4,214,1,110
12,2,1,346,0,199
12,22,2,5,1,135
98,0,10,358,0,500
15,75,1,103,1,162
54,177,3,272,1,97
7,1,7,0,0,120
13,11,3,32,1,178
43,14,3,29,1,196
6,42,1,221,0,49
59,116,3,86,1,99
20,4,14,0,0,80
26,2,3,0,1,205
30,33,1,189,0,90
54,14,1,364,0,89
7,8,7,0,1,300
13,2,4,88,0,90
21,208,1,293,0,110
11,11,3,0,1,145
12,47,3,238,0,65
68,7,5,0,0,65
30,81,2,11,0,65
12,53,3,110,1,155
12,2,3,0,1,170
27,0,5,364,1,1000
7,2,6,11,1,200
54,1,3,305,0,100
16,2,1,0,0,45
2,122,2,127,0,75
21,0,5,0,0,50
15,0,1,0,0,45
7,54,1,251,0,110
2,27,2,183,0,72
2,34,2,75,1,175
34,7,4,253,0,75
66,6,1,191,1,150
26,5,1,90,1,180
21,19,3,160,0,63
21,24,2,365,0,82
73,5,2,0,2,30
16,43,7,0,1,175
0,68,4,267,1,90
19,4,1,0,0,80
117,0,2,89,1,88
19,22,5,68,1,199
3,20,1,365,0,199
7,59,1,362,2,75
15,12,5,0,0,70
30,1,7,0,0,60
23,50,3,1,1,175
162,1,1,357,0,110
6,4,2,363,0,40
30,1,1,0,0,110
20,21,6,42,1,195
25,5,1,0,2,45
2,15,7,213,0,69
19,2,5,2,0,65
27,2,2,130,1,250
15,1,1,0,2,45
20,0,6,0,1,225
1,0,3,201,0,382
6,3,4,333,1,250
1,61,2,264,0,110
2,2,4,0,1,199
21,0,4,0,0,69
10,126,1,22,0,59
2,0,7,0,1,110
14,1,2,0,1,200
24,6,2,0,1,110
54,0,3,206,1,200
12,11,7,0,0,80
14,0,5,214,1,180
12,9,2,0,0,96
16,1,6,209,1,150
90,11,7,3,1,75
22,1,3,0,0,44
7,36,2,59,0,63
7,1,2,0,1,90
31,57,1,295,0,50
2,2,2,189,1,80
5,135,1,15,0,85
13,9,2,3,0,70
6,0,7,56,1,160
23,7,1,115,0,86
30,34,1,4,0,35
43,0,2,279,1,398
22,0,2,0,0,35
7,146,4,73,0,75
52,26,2,188,1,200
24,44,2,126,1,115
2,0,3,5,0,119
23,68,3,252,0,89
21,1,3,329,1,90
8,27,2,335,1,199
34,35,2,189,0,80
2,119,2,198,0,60
1,0,1,0,1,310
19,11,3,0,1,174
24,25,1,42,0,55
15,13,1,311,0,75
2,5,4,0,1,120
39,0,1,0,0,69
8,0,1,0,1,2695
100,8,4,37,0,65
12,14,2,28,1,195
3,11,1,5,0,75
65,43,2,299,1,85
2,10,3,236,0,160
21,3,3,27,0,70
8,76,3,301,1,375
24,4,1,357,1,800
30,51,1,365,2,25
6,0,3,0,1,209
6,16,2,262,0,130
1,0,7,0,1,275
102,12,2,8,1,80
2,8,2,334,1,148
12,6,5,66,0,120
98,38,1,349,1,130
23,2,1,0,1,160
15,16,1,1,1,225
45,2,7,0,0,50
8,2,2,0,0,60
7,3,1,290,0,370
12,9,1,53,0,98
21,1,5,250,0,40
12,7,3,343,1,210
26,0,1,0,1,200
27,0,1,293,0,100
12,0,3,34,0,40
1,4,2,314,0,100
12,12,1,362,2,37
14,1,3,0,1,285
101,9,1,0,0,90
88,0,1,163,0,41
5,2,6,341,1,200
1,2,3,0,0,120
4,4,1,60,0,69
12,1,13,0,1,190
46,9,1,358,1,350
132,0,4,0,1,175
90,6,2,0,1,95
85,52,2,78,0,65
94,0,2,0,0,85
20,0,4,0,1,120
2,0,4,0,1,100
24,140,1,40,0,60
2,6,10,63,0,95
15,125,4,239,1,140
56,11,6,299,1,60
23,4,5,0,1,185
6,26,2,315,1,108
87,46,3,48,0,60
43,10,2,292,1,250
1,2,7,0,1,158
6,0,1,0,0,69
28,31,2,0,1,135
51,97,2,142,0,100
49,10,3,88,0,85
10,5,2,0,1,159
25,73,1,279,0,54
6,28,2,160,0,80
1,0,1,0,1,200
32,53,2,0,0,75
12,9,3,0,0,100
105,36,2,5,0,77
56,1,5,173,1,110
20,3,2,0,1,150
193,2,2,0,1,100
15,1,2,179,1,305
8,13,7,130,1,265
25,0,1,319,0,99
6,5,1,37,0,45
26,7,3,317,0,209
28,23,2,2,1,180
39,188,4,0,1,204
123,124,2,275,1,115
2,1,5,0,0,40
70,1,1,334,0,48
116,8,7,320,0,65
144,2,1,0,0,34
19,10,5,0,1,200
15,110,2,271,1,99
1,4,1,215,1,208
14,8,1,0,1,220
71,1,1,320,0,100
32,4,3,215,1,550
98,276,1,19,0,55
96,9,4,74,1,149
41,0,7,0,1,77
23,32,2,76,0,150
8,1,2,0,1,185
3,10,3,150,0,59
15,0,2,363,0,85
28,6,3,0,1,175
68,4,5,10,0,59
71,7,1,9,0,62
2,102,2,101,1,200
71,138,3,234,1,210
28,2,1,0,1,130
12,9,3,0,1,180
1,0,3,0,0,200
159,3,1,311,1,145
39,0,1,0,0,46
15,42,2,147,1,85
12,4,1,201,1,360
103,1,1,37,0,40
12,6,5,0,0,89
12,4,2,0,1,70
2,5,2,0,0,65
29,0,2,0,0,80
20,5,5,68,1,125
87,14,3,8,0,40
1,2,1,88,0,115
28,1,3,0,1,275
6,1,1,51,0,50
52,1,1,0,1,152
1,16,1,47,1,400
26,23,2,12,1,150
